verb,translation,present_irregular,separable,reflexive,sxz_ending,nm_ending_regular,nm_ending_irregular,dt_ending,no_en_ending,a_stemchanging,i_stemchanging,ie_stemchanging,stem_changing_t,irregular_other,present_singular_1st_person,present_singular_2nd_person,present_singular_3rd_person,present_plural_1st_person,present_plural_2nd_person,present_plural_3rd_person,present_formal
grollen,to hold a grudge/to distantly rumble,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,grolle,grollst,grollt,grollen,grollt,grollen,grollen
grüßen,to greet,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,grüße,grüßt,grüßt,grüßen,grüßt,grüßen,grüßen
gucken,to look/to watch TV,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,gucke,guckst,guckt,gucken,guckt,gucken,gucken
haben,to have,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,habe,hast,hat,haben,habt,haben,haben
halten,to hold/to maintain a state/to stop,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,halte,hältst,hält,halten,haltet,halten,halten
handeln,to trade,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,handele,handelst,handelt,handeln,handelt,handeln,handeln
hängen,to hang,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hänge,hängst,hängt,hängen,hängt,hängen,hängen
hassen,to hate,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hasse,hasst,hasst,hassen,hasst,hassen,hassen
hauen,to hit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,haue,haust,haut,hauen,haut,hauen,hauen
heben,to lift/to raise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hebe,hebst,hebt,heben,hebt,heben,heben
heiraten,to marry,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,heirate,heiratest,heiratet,heiraten,heiratet,heiraten,heiraten
heißen,to be called,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,heiße,heißt,heißt,heißen,heißt,heißen,heißen
heizen,to heat,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,heize,heizt,heizt,heizen,heizt,heizen,heizen
helfen,to help,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,helfe,hilfst,hilft,helfen,helft,helfen,helfen
herausfinden,to find out,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,finde heraus,findest heraus,findet heraus,finden heraus,findet heraus,finden heraus,finden heraus
herausreißen,to tear out (of something),TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,reiße heraus,reißt heraus,reißt heraus,reißen heraus,reißt heraus,reißen heraus,reißen heraus
herausspritzen,to squirt out,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,spritze heraus,spritzt heraus,spritzt heraus,spritzen heraus,spritzt heraus,spritzen heraus,spritzen heraus
herausstecken,to stick out (physically),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,stecke heraus,steckst heraus,steckt heraus,stecken heraus,steckt heraus,stecken heraus,stecken heraus
herausstreichen,"to remove (from a text, plan)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,streiche heraus,streichst heraus,streicht heraus,streichen heraus,streicht heraus,streichen heraus,streichen heraus
heraussuchen,to pick out/to look (something) up,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,suche heraus,suchst heraus,sucht heraus,suchen heraus,sucht heraus,suchen heraus,suchen heraus
herbringen,to bring (to the speaker),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,bringe her,bringst her,bringt her,bringen her,bringt her,bringen her,bringen her
hergeben,to give away/to hand over,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,gebe her,gibst her,gibt her,geben her,gebt her,geben her,geben her
herrufen,to call (someone/animal) over to where one is,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,rufe her,rufst her,ruft her,rufen her,ruft her,rufen her,rufen her
herstellen,to manufacture (goods)/to establish (abstract things),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,stelle her,stellst her,stellt her,stellen her,stellt her,stellen her,stellen her
herumführen,to show someone around,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,führe herum,führst herum,führt herum,führen herum,führt herum,führen herum,führen herum
herumschweben,to hover around/to float around,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schwebe herum,schwebst herum,schwebt herum,schweben herum,schwebt herum,schweben herum,schweben herum
herumspringen,to jump around,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,springe herum,springst herum,springt herum,springen herum,springt herum,springen herum,springen herum
herumsprühen,to spray around (carelessly),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sprühe herum,sprühst herum,sprüht herum,sprühen herum,sprüht herum,sprühen herum,sprühen herum
herumwandern,to wander around,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,wandere herum,wanderst herum,wandert herum,wandern herum,wandert herum,wandern herum,wandern herum
hetzen,to hunt (usually with dogs)/to incite,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hetze,hetzt,hetzt,hetzen,hetzt,hetzen,hetzen
sich hetzen,to rush/to hurry around,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hetze mich,hetzt dich,hetzt sich,hetzen uns,hetzt euch,hetzen sich,hetzen sich
sich hinauswagen,to venture out (somewhere),FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wage mich hinaus,wagst dich hinaus,wagt dich hinaus,wagen uns hinaus,wagt euch hinaus,wagen sich hinaus,wagen sich hinaus
hinauswerfen,to kick out,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,werfe hinaus,wirfst hinaus,wirft hinaus,werfen hinaus,werft hinaus,werfen hinaus,werfen hinaus
hinbringen,to bring away (from the speaker),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,bringe hin,bringst hin,bringt hin,bringen hin,bringt hin,bringen hin,bringen hin
hineinwachsen,"to grow into (a role, clothes)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wachse hinein,wachst hinein,wachst hinein,wachsen hinein,wachst hinein,wachsen hinein,wachsen hinein
sich hineinwagen,to venture into (somewhere),FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wage mich hinein,wagst dich hinein,wagt dich hinein,wagen uns hinein,wagt euch hinein,wagen sich hinein,wagen sich hinein
hinfallen,to fall down to the ground,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,falle hin,fällst hin,fällt hin,fallen hin,fallt hin,fallen hin,fallen hin
hinweisen,to point out,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,weise hin,weist hin,weist hin,weisen hin,weist hin,weisen hin,weisen hin
hochziehen,to pull up,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ziehe hoch,ziehst hoch,zieht hoch,ziehen hoch,zieht hoch,ziehen hoch,ziehen hoch
hoffen,to hope,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hoffe,hoffst,hofft,hoffen,hofft,hoffen,hoffen
hören,to hear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,höre,hörst,hört,hören,hört,hören,hören
hüpfen,to hop/to jump,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hüpfe,hüpfst,hüpft,hüpfen,hüpft,hüpfen,hüpfen
sich interessieren,to be interested in,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,interessiere mich,interessierst dich,interessiert sich,interessieren uns,interessiert euch,interessieren sich,interessieren sich
interpretieren,to interpret,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,interpretiere,interpretierst,interpretiert,interpretieren,interpretiert,interpretieren,interpretieren
kämpfen,to struggle,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,kämpfe,kämpfst,kämpft,kämpfen,kämpft,kämpfen,kämpfen
kauen,to chew,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,kaue,kaust,kaut,kauen,kaut,kauen,kauen
kaufen,to buy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,kaufe,kaufst,kauft,kaufen,kauft,kaufen,kaufen
kehren,to sweep (with a broom),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,kehre,kehrst,kehrt,kehren,kehrt,kehren,kehren
kennen,to know (a person),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,kenne,kennst,kennt,kennen,kennt,kennen,kennen
kennenlernen,to get to know/to meet,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,lerne kennen,lernst kennen,lernt kennen,lernen kennen,lernt kennen,lernen kennen,lernen kennen
klagen,to lament/to sue,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,klage,klagst,klagt,klagen,klagt,klagen,klagen
kleben,to glue/to stick,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,klebe,klebst,klebt,kleben,klebt,kleben,kleben
klettern,to climb,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,klettere,kletterst,klettert,klettern,klettert,klettern,klettern
klingen,to ring/to sound,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,klinge,klingst,klingt,klingen,klingt,klingen,klingen
klopfen,to knock (door/surface)/to beat (heart),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,klopfe,klopfst,klopft,klopfen,klopft,klopfen,klopfen
kneifen,to pinch (physically)/to chicken out,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,kneife,kneifst,kneift,kneifen,kneift,kneifen,kneifen
knüpfen,to tie/to knot together,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,knüpfe,knüpfst,knüpft,knüpfen,knüpft,knüpfen,knüpfen
kochen,to cook,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,koche,kochst,kocht,kochen,kocht,kochen,kochen
kommen,to come,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,komme,kommst,kommt,kommen,kommt,kommen,kommen
können,to be able to/can,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,kann,kannst,kann,können,könnt,können,können
kosten,to cost,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,koste,kostest,kostet,kosten,kostet,kosten,kosten
kotzen,to vomit/to disgust,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,kotze,kotzt,kotzt,kotzen,kotzt,kotzen,kotzen
krächzen,to squawk/to croak,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,krächze,krächzt,krächzt,krächzen,krächzt,krächzen,krächzen
kratzen,to scratch,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,kratze,kratzt,kratzt,kratzen,kratzt,kratzen,kratzen
kriechen,to creep/to crawl,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,krieche,kriechst,kriecht,kriechen,kriecht,kriechen,kriechen
kriegen,to get/to obtain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,kriege,kriegst,kriegt,kriegen,kriegt,kriegen,kriegen
kühlen,to cool,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,kühle,kühlst,kühlt,kühlen,kühlt,kühlen,kühlen
kürzen,to shorten,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,kürze,kürzt,kürzt,kürzen,kürzt,kürzen,kürzen
lächeln,to smile,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lächele,lächelst,lächelt,lächeln,lächelt,lächeln,lächeln
lachen,to laugh,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,lache,lachst,lacht,lachen,lacht,lachen,lachen
laden,to load,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,lade,lädst,lädt,laden,ladet,laden,laden
lassen,to let/to allow,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,lasse,lässt,lässt,lassen,lasst,lassen,lassen
laufen,to run/to walk,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,laufe,läufst,läuft,laufen,lauft,laufen,laufen
leben,to live,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,lebe,lebst,lebt,leben,lebt,leben,leben
lechzen,to long for,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,lechze,lechzt,lechzt,lechzen,lechzt,lechzen,lechzen
lecken,to lick,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,lecke,leckst,leckt,lecken,leckt,lecken,lecken
legen,to lay/to put,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,lege,legst,legt,legen,legt,legen,legen
lehren,to teach,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,lehre,lehrst,lehrt,lehren,lehrt,lehren,lehren
leiden,to suffer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,leide,leidest,leidet,leiden,leidet,leiden,leiden
leihen,to lend/to borrow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,leihe,leihst,leiht,leihen,leiht,leihen,leihen
lernen,to learn,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,lerne,lernst,lernt,lernen,lernt,lernen,lernen
lesen,to read,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,lese,liest,liest,lesen,lest,lesen,lesen
leuchten,to shine/to glow,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,leuchte,leuchtest,leuchtet,leuchten,leuchtet,leuchten,leuchten
lieben,to love,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,liebe,liebst,liebt,lieben,liebt,lieben,lieben
liegen,to lie/to rest,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,liege,liegst,liegt,liegen,liegt,liegen,liegen
loben,to praise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,lobe,lobst,lobt,loben,lobt,loben,loben
locken,to entice/to bait,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,locke,lockst,lockt,locken,lockt,locken,locken
sich lohnen,to be worth it,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,lohne mich,lohnst dich,lohnt sich,lohnen uns,lohnt euch,lohnen sich,lohnen sich
losfahren,to set off/to start driving,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,fahre los,fährst los,fährt los,fahren los,fahrt los,fahren los,fahren los
sich losreißen,to tear oneself free,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,reiße mich los,reißt dich los,reißt sich los,reißen uns los,reißt euch los,reißen sich los,reißen sich los
losschreien,to start screaming,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schreie los,schreist los,schreit los,schreien los,schreit los,schreien los,schreien los
lostreten,to kick off,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,trete los,trittst los,tritt los,treten los,tretet los,treten los,treten los
loswetzen,to dash off,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wetze los,wetzt los,wetzt los,wetzen los,wetzt los,wetzen los,wetzen los
lösen,to solve/to loosen/to dissolve,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,löse,löst,löst,lösen,löst,lösen,lösen
lügen,to tell a lie,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,lüge,lügst,lügt,lügen,lügt,lügen,lügen
lutschen,to suck on,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,lutsche,lutschst,lutscht,lutschen,lutscht,lutschen,lutschen
machen,to make/to do,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,mache,machst,macht,machen,macht,machen,machen
mahlen,to mill/to grind,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,mahle,mahlst,mahlt,mahlen,mahlt,mahlen,mahlen
malen,to paint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,male,malst,malt,malen,malt,malen,malen
mähen,to mow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,mähe,mähst,mäht,mähen,mäht,mähen,mähen
mäßigen,to moderate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,mäßige,mäßigst,mäßigt,mäßigen,mäßigt,mäßigen,mäßigen
meiden,to diliberately avoid,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,meide,meidest,meidet,meiden,meidet,meiden,meiden
meinen,to mean,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,meine,meinst,meint,meinen,meint,meinen,meinen
merken,to mark/to note,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,merke,merkst,merkt,merken,merkt,merken,merken
messen,to measure,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,messe,misst,misst,messen,messt,messen,messen
mieten,to rent,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,miete,mietest,mietet,mieten,mietet,mieten,mieten
mischen,"to mix (ingredients, cards, colors)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,mische,mischst,mischt,mischen,mischt,mischen,mischen
missbrauchen,"to misuse/to abuse (power, trust)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,missbrauche,missbrauchst,missbraucht,missbrauchen,missbraucht,missbrauchen,missbrauchen
mitbringen,to bring along with,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,bringe mit,bringst mit,bringt mit,bringen mit,bringt mit,bringen mit,bringen mit
mitfressen,to eat along with someone,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,fresse mit,frisst mit,frisst mit,fressen mit,fresst mit,fressen mit,fressen mit
mitfühlen,to sympathize,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fühle mit,fühlst mit,fühlt mit,fühlen mit,fühlt mit,fühlen mit,fühlen mit
mitkommen,to come along with,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,komme mit,kommst mit,kommt mit,kommen mit,kommt mit,kommen mit,kommen mit
mitreißen,to sweep along with,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,reiße mit,reißt mit,reißt mit,reißen mit,reißt mit,reißen mit,reißen mit
mitschwingen,to resonate/to be implied,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schwinge mit,schwingst mit,schwingt mit,schwingen mit,schwingt mit,schwingen mit,schwingen mit
mitsingen,to sing along,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,singe mit,singst mit,singt mit,singen mit,singt mit,singen mit,singen mit
mitspielen,to take part in (a game/band),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,spiele mit,spielst mit,spielt mit,spielen mit,spielt mit,spielen mit,spielen mit
mitstreiken,to join a strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,streike mit,streikste mit,streikte mit,streikene mit,streikte mit,streikene mit,streikene mit
mittragen,to support (a decision),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,mittrage,mitträgst,mitträgt,mittragen,mittragt,mittragen,mittragen
mixen,"to mix (drinks, ingredients, audio)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,mixe,mixst,mixt,mixen,mixt,mixen,mixen
mögen,to like,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,mag,magst,mag,mögen,mögt,mögen,mögen
müssen,to have to/must,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,muss,musst,muss,müssen,müsst,müssen,müssen
nachdenken,to think about/to reflect on,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,denke nach,denkst nach,denkt nach,denken nach,denkt nach,denken nach,denken nach
nacherzählen,to retell in your own words,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,erzähle nach,erzählst nach,erzählt nach,erzählen nach,erzählt nach,erzählen nach,erzählen nach
